sentence,audio,preposition,id
"В общем, я ничего не поняла, разумеется.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-1586749-1588510.wav,в,534
"В черной черной комнате, да, черная черная кошка.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-1607029-1611471.wav,в,535
"В любом случае, там они работали, а здесь он сдавал все экзамены.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-1671552-1675869.wav,в,536
"В общем, я даже не могу сказать, что было бы, если бы другая сторона.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-1707802-1711871.wav,в,537
"В этом году, вот первое сентября, поступил мальчик,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-1718805-1722825.wav,в,538
"даже не в феврале, вот уже в начале мая он звонил, говорит:",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-1735569-1738472.wav,в,539
"Он, не стесняясь, да, в выражениях.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-1756815-1759371.wav,в,540
"каникулы начинаются, в Дютьково начинаются концерты.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-1789675-1792202.wav,в,541
"Вот, он июньский, и у нас получилось как-то вот дополнительно, мы вот еще полтора года отработали в музыкалке.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-1819139-1824002.wav,в,542
"Ну в общем, не знаю на счет гитары, как пошла, не пошла у него.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-1985837-1990204.wav,в,543
"Как какой концерт вот сейчас есть, в прошлом году даже лето, когда было,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-1999578-2003002.wav,в,544
и зимой сейчас в Дютьково концерты есть.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-2003300-2007239.wav,в,545
"да, в прошлом году три года мы были.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-2022620-2024059.wav,в,546
"Как вот, не помню, в общем...",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-2071736-2073027.wav,в,547
"Это секрет, в общем.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-2077542-2080197.wav,в,548
Еще в азарте.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-2115396-2116265.wav,в,549
Еще в такие все вот в настроении.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-2116786-2119614.wav,в,550
Он довольно-таки стеснительный был в детстве.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-2153106-2155126.wav,в,551
"В массе, да?",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-2188172-2194371.wav,в,552
И вот третий год в прошлом году мы были подряд.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-2197452-2200224.wav,в,553
"В общем, еле уговорила.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-2249169-2251576.wav,в,554
"В общем,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-2273591-2275799.wav,в,555
"Я говорю: ""Хоть в этой клеенке, хоть ощутит кто-то, хоть кого-то запомнит из дудки из этой"".",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-2308840-2312859.wav,в,556
"А тут еще на коврике, тут еще в дождевике.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-2326549-2329254.wav,в,557
под дождем в платьице.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-2345331-2346522.wav,в,558
"Потому что... А эти, я говорю, пожалели свои костюмчики, барабаны свои, в дождевиках вышли.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-2367286-2371684.wav,в,559
"Но в общем, мы тогда высидели этот концерт,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-2389066-2390704.wav,в,560
он ушел в жутком настроении радости.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-2391001-2395944.wav,в,561
"причем это была закрытая квартира, я имею в виду,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-2436865-2439495.wav,в,562
"С улицы, вот как в Дютьково, ты не придешь.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-2441753-2446687.wav,в,563
"Да вот, ну непростые в общем люди.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-2456909-2460680.wav,в,564
"В музыке я вообще ничего не понимаю, до сих пор в ней плаваю.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-2474260-2476790.wav,в,565
"В общем, не буду врать.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-2491854-2494186.wav,в,566
"А тут так вообще, в деревянном домике.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-2503639-2506989.wav,в,567
"В общем, было чистенько после ремонта.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-2516541-2521150.wav,в,568
"Но место выделено участника и вот этого, в общем, двух участников.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-2535938-2540656.wav,в,569
"И вот это вот, я говорю, картинка, конечно, запомнилась надолго и почему вот, я говорю, в Дютьково...",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-2547751-2554523.wav,в,570
"Ну, в Дютьково, я говорю, тут совсем другая атмосфера, но сам факт.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-2547751-2554523.wav,в,571
"Да, потому что есть в олимпийском когда",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-2575522-2577966.wav,в,572
"Показать ему, что в этом мире есть.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-2680515-2684030.wav,в,573
"А я"", говорит, ""не в теме, что мне надо"".",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-2710308-2711747.wav,в,574
Там же без бумажки у нас в государстве как бы ты никто.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-2767109-2770756.wav,в,575
"Она все в платьях, да?",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-2797896-2799956.wav,в,576
Довольно-таки сильная женщина в плане портновского.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-2851549-2855246.wav,в,577
"В общем, все по легкой промышленности.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-2864984-2866249.wav,в,578
Мастерких в городе нет.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-2911948-2912965.wav,в,579
По крайне мере никто не берется это шить в Звенигороде.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-2913313-2916101.wav,в,580
"В Звенигороде я не слышала, по крайне мере, чтобы кто-то шил вот эти вот облачения.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-2926621-2930515.wav,в,581
"Но, в общем, приходится выживать, как и всем.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-2977096-2979317.wav,в,582
"Вот, поэтому мы так в тишине, скромненько, но стараемся работать.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-2995918-2998924.wav,в,583
"Нет-нет-нет, я, получается, в тандеме с Посадским храмом.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-3011570-3016136.wav,в,584
"И чтобы, там получается в храме по праздникам четыре цвета облачений:",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-3029250-3035165.wav,в,585
"Помимо того, что в алтаре, все облачения на алтарь, и помимо того, что",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-3048264-3052864.wav,в,586
"облачения в на вот в самом храме,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-3053760-3057400.wav,в,587
"Да, а у в Саввином монастыре там есть мастерские.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-3065233-3069525.wav,в,588
Мастерская хорошая в башне.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-3093043-3096368.wav,в,589
"Они приглашали меня, но я понимала, что в перчатках мне придется работать.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-3102445-3106271.wav,в,590
В прямом смысле.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-3107517-3108187.wav,в,591
Мы оказались в деревне.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-3209930-3211444.wav,в,592
"Ну вот такой активной нету, конечно, в движении машин, но, по крайне мерей, люди",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-3215761-3220454.wav,в,593
"у каждого в семье по две, по три машины.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-3221744-3223766.wav,в,594
"Да, в любом случае, старается у нас покататься.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-3245828-3248743.wav,в,595
На руках тяжело в любом случае.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-3270177-3277904.wav,в,596
"Нет, в том то и дело, что она мне не была нужна.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-3297294-3299754.wav,в,597
"Да-да-да, училась в Звенигороде уже.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-3313906-3315643.wav,в,598
"Тем более у нас сейчас вот эти автошколы сейчас две, по-моему, автошколы у нас здесь находятся, в городе.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-3363380-3367598.wav,в,599
"Вот, в третьей школе еще как раз я ездила туда учиться.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-3379618-3382409.wav,в,600
А сейчас у нас в городе две.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-3383414-3384938.wav,в,601
"Я понимала, что я много чего не знаю в Звенигороде.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-3426317-3428438.wav,в,602
"И тут в газете,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-3428876-3431333.wav,в,603
"Кириллка, я имею в виду, к Сергею Леонидовичу, с вопросами расспросами об оружии.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-3463463-3467324.wav,в,604
"А у этих военных всех, в общем,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-3468093-3470549.wav,в,605
"Праздники в храме, и",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-3502648-3504534.wav,в,606
"Да, по самые колени в этой грязи, там чего-то чуть не утонули.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-3541384-3548890.wav,в,607
"В общем, приключения у человека бы= получилось.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-3541384-3548890.wav,в,608
"В общем, ребенок земли, я так думаю.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-3587523-3589223.wav,в,609
В конце мая.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-3647961-3648846.wav,в,610
"Вы не в курсе, что вы учитесь в девятом классе, что у вас должен быть выпускной?"".",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-3653122-3656227.wav,в,611
"Да чего-то мы думали, что мы купим"", но в общем, люди, как всегда, да?",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-3660333-3663187.wav,в,612
"Ну в общем, надеюсь, что пришлют фотографию, посмотрим.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-3720684-3723187.wav,в,613
"У меня, я вся в творчестве.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-vi1972-3742635-3743712.wav,в,614
Я родилась в Звенигородском роддоме.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-21699-24514.wav,в,615
А отец в Поречье родился.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-32946-35020.wav,в,616
"Кстати, Саша родился... в Одинцово, в одинцовском роддоме,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-37217-41953.wav,в,617
а в свидетельстве о рождении у него написано: город Звенигород.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-41963-45225.wav,в,618
"в Одинцово, ей уже написали город... Одинцово.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-55565-59980.wav,в,619
В звенигородской в пе= номер один... школа.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-67991-71558.wav,в,620
"По-моему, в Введенском я не знаю, была или нет...",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-79963-83531.wav,в,621
Снесли и дали в пятом доме на Маяковке квартиру.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-110970-114679.wav,в,622
В Звенигороде.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-157249-158403.wav,в,623
"Рыбка, в лучшем случае моредпродукты только.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-225205-228159.wav,в,624
В основном все после десятого класса.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-247552-250469.wav,в,625
"Нет, мама добрая была, в том то и дело,",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-339060-341532.wav,в,626
"Нет, ну, в ""Обороне"" там.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-373824-375904.wav,в,627
"В Москве фабрика ""Маяк""?",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-413569-414710.wav,в,628
"Дефицитные, простые колготки, в которых мы ходили, помнишь?",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-438697-442741.wav,в,629
В простых колготках в десятом классе ходили и в тапочках.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-443247-446367.wav,в,630
"В школе, да?",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-447787-448507.wav,в,631
В одной комнатушке?,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-500528-502786.wav,в,632
Она здесь в больнице работала?,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-514986-517107.wav,в,633
"Её помнят все, и в садах помнят.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-521907-525331.wav,в,634
И в школах тоже долго работает.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-525381-527986.wav,в,635
"А с маминой стороны, они в Можайске.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-561540-564554.wav,в,636
"Ну и тоже, под Можайском в деревеньке прожили тоже всю жизнь.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-575952-580914.wav,в,637
"Ну как в детстве, у нас же это в деревню, да?",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-584687-587565.wav,в,638
"И бабушка на скамейке сидит в ватнике и в валенках, летом.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-596895-601999.wav,в,639
"Здесь бабушка, в Звенигороде, она полная противоположность была.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-608586-613372.wav,в,640
"Она была всегда одета строго, даже в домашней обстановке: белый воротничок кружевной, причёска.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-613434-623073.wav,в,641
В общем две бабшуки разные.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-623219-625278.wav,в,642
"А здесь, в Поречье, был дом.. дом частный или квартира?",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-624931-628057.wav,в,643
В Звенигороде.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-635746-637128.wav,в,644
Московский номер в квартире.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-650082-652511.wav,в,645
"В лёгкой форме, да, правильно говоришь, минимум.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-679444-682150.wav,в,646
"Там я помню, в детстве эту принесла из роддома.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-771459-775284.wav,в,647
"У неё, говорю, местечко в животике есть для маленького ребёночка.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-783527-787423.wav,в,648
В результате он пошёл после девятого класса убежали бегом из школы просто.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-823089-828809.wav,в,649
На заочном в ВУЗе?,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-883950-885354.wav,в,650
В МАМИ.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-885054-886690.wav,в,651
В институте у него...,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-908990-909868.wav,в,652
Отслужил в армии после колледжа.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-932031-934227.wav,в,653
В Москве.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-937192-937826.wav,в,654
Призывался тоже в Одинцово.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-943601-945492.wav,в,655
"Ну, и так и остался он в Москве.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-969824-971539.wav,в,656
В пионерском лагере отслужил.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-1009347-1012883.wav,в,657
"В общем, был занят.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-1034470-1036009.wav,в,658
В гаражах.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-1091772-1092864.wav,в,659
В связи с хорошим послужным этим списком.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-1100751-1103629.wav,в,660
"Где-то... в общем, между Звенигородом и Москвой.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-1121534-1124598.wav,в,661
"В общем, человеку нужно куда-то себя ещё деть.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-1153770-1156791.wav,в,662
"В общем, это человек, который может ответить на все вопросы интересующ=.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-1161872-1166000.wav,в,663
В третьей школе.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-1190510-1191329.wav,в,664
В супоневской.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-1192480-1193392.wav,в,665
"Фортепиано одно стоит в актовом зале, и то расстроенное.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-1215562-1221951.wav,в,666
"Ну, дело в том, что человек занимался музыкой.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-1260083-1263011.wav,в,667
В начальной школе.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-1269824-1271263.wav,в,668
Надо будет посмотреть в интернете.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-1308584-1310036.wav,в,669
"В актовом зале, там музыка...",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-1339470-1340952.wav,в,670
"Ну, понятно, четвёртая школа в этом плане...",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-1346466-1348743.wav,в,671
Как мы в прошлом году в Абхазию с ней ездили.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-1366824-1370833.wav,в,672
А в этом году в Калининград ездили мы.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-1413352-1417533.wav,в,673
В мае.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-1417651-1418190.wav,в,674
Вы были в Калининграде?,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-1424104-1425282.wav,в,675
"Ну, в мае там было очень холодно.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-1463857-1468006.wav,в,676
"Мы в куртках, в капюшонах там.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-1470841-1472677.wav,в,677
"Ну вот, просидела в лесу.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-1488144-1489856.wav,в,678
Зато в санатории.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-1490792-1492666.wav,в,679
"Ну в основном они сейчас санаторий, как ста= работают как...",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-1617359-1621006.wav,в,680
Что надо было учиться в институте.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-1641216-1647016.wav,в,681
"Ну, дело в том, что были места.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-1665858-1671787.wav,в,682
Я могла даже у нас в Звенигороде...,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-1674671-1678536.wav,в,683
"В основном, всё такое.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-1733577-1737466.wav,в,684
"А так, в основном, мойка унитазов.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-1758108-1760155.wav,в,685
"и кто меня где возьмет в Звенигороде, и кем?",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-1770509-1774144.wav,в,686
"Что в колледже училась, библиотека бесплатно.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-1864933-1867929.wav,в,687
Потому что у них в колледже очень там серьёзная программа была и много часов практики.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-1903224-1908347.wav,в,688
В нашей школе и в садике там в Егорьевске.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-1912609-1915525.wav,в,689
"Потому что из первой мы тоже ж убежали в девятом классе, после девятого.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-1956983-1960618.wav,в,690
"Дала ей аттестат на вручении и сказала: ""Чтоб я тебя не видела в десятом классе.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-1966008-1971136.wav,в,691
Применяешь это в жизни?,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-2057260-2059338.wav,в,692
"Всё равно, вот она в колледже училась..",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-2064827-2067557.wav,в,693
Оказывается хорошо учат нас в [нрзб] школе.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-2102487-2105762.wav,в,694
В музыкальной школе дала.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-2107270-2108851.wav,в,695
"в конце концов, и сколько часов, и сколько тебе денег будут платить.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-2128170-2131966.wav,в,696
В старших классах.,http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-2139527-2140717.wav,в,697
"В посёлках были там, это вот смотрели всё..",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-2182562-2185396.wav,в,698
"Всё ему не так, ему надо в ситцевом сарафанчике.",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-2269179-2272547.wav,в,699
"Он говорит: ""Как вот встречу в ситцевом сарафанчике, как у мамы платье"".",http://lingconlab.ru/zvenigorod/OUT/2019-Zvenigorod-ya1968-2273085-2276639.wav,в,700
